Item#,Total sales,Stockout_time,Cluster_k2,Lost_Pct_k2,Est_Demand_k2,Cluster_k4,Lost_Pct_k4,Est_Demand_k4
163,6269,hour 20,0.0,0.09144432717405883,6899.962421126173,1.0,0.09071918572273498,6894.459776964355
165,4357,hour 24,0.0,0.0,4357.0,1.0,0.0,4357.0
168,4862,hour 18,0.0,0.13795094439466954,5640.050259768461,0.0,0.14101433183871478,5660.164284705038
169,3814,hour 24,1.0,0.0,3814.0,2.0,0.0,3814.0
170,3047,hour 23,1.0,0.021724438884864146,3114.664334992409,0.0,0.02135374878466861,3113.484567294959
171,5722,hour 20,0.0,0.09144432717405883,6297.907955604396,1.0,0.09071918572273498,6292.8854432589
174,4816,hour 23,0.0,0.022090288934363222,4924.790034810027,0.0,0.02135374878466861,4921.083582570569
175,2980,hour 21,1.0,0.06986376576233566,3203.8317509933318,3.0,0.07019385100879082,3204.969125266749
179,4626,hour 21,0.0,0.06829150470633105,4965.072255289368,2.0,0.06979056944271811,4973.073641307416
180,4176,hour 1,1.0,0.7848918709421551,19413.492266845144,3.0,0.7867050903026241,19578.52630390915
183,5619,hour 21,1.0,0.06986376576233566,6041.050539876353,2.0,0.06979056944271811,6040.575181691823
185,5020,hour 18,0.0,0.13795094439466954,5823.334492809065,1.0,0.13669242395983358,5814.845298851447
186,4113,hour 1,1.0,0.7848918709421551,19120.61630592291,2.0,0.7857769156876936,19199.61153207858
189,2861,hour 24,0.0,0.0,2861.0,1.0,0.0,2861.0
191,7121,hour 22,0.0,0.044946664095258465,7456.128084463609,1.0,0.044269514201368265,7450.845301904876
192,8534,hour 23,1.0,0.021724438884864146,8723.513434468401,2.0,0.022376659513252316,8729.33331946741
193,3940,hour 22,0.0,0.044946664095258465,4125.424048980006,1.0,0.044269514201368265,4122.501121963939
194,3293,hour 1,0.0,0.8090669248215284,17246.880860856203,1.0,0.8150598543929426,17805.76082705505
196,4209,hour 23,0.0,0.022090288934363222,4304.078333994062,1.0,0.021351565090216153,4300.829439724189
200,4782,hour 1,0.0,0.8090669248215284,25045.424924571624,1.0,0.8150598543929426,25857.014356203235
205,4418,hour 22,1.0,0.04555268294746415,4628.856848425527,3.0,0.04539681325758836,4628.101038585936
206,17038,hour 1,1.0,0.7848918709421551,79206.67654274606,2.0,0.7857769156876936,79533.91229845729
211,6811,hour 1,0.0,0.8090669248215284,35672.18510273052,1.0,0.8150598543929426,36828.13148893773
218,3162,hour 18,1.0,0.1410032668717371,3681.038446426617,2.0,0.13954004310463985,3674.778790879316
220,4150,hour 22,1.0,0.04555268294746415,4348.066075365761,3.0,0.04539681325758836,4347.356113655871
222,3001,hour 1,0.0,0.8090669248215284,15717.54918415714,1.0,0.8150598543929426,16226.87161918986
223,6740,hour 21,1.0,0.06986376576233566,7246.250336139281,0.0,0.06992211848965856,7246.704963088684
226,4576,hour 23,1.0,0.021724438884864146,4677.618640277408,2.0,0.022376659513252316,4680.73930980582
227,4689,hour 24,0.0,0.0,4689.0,1.0,0.0,4689.0
228,3540,hour 23,1.0,0.021724438884864146,3618.6123222425754,3.0,0.02205865980218666,3619.849018023868
229,3523,hour 24,0.0,0.0,3523.0,3.0,0.0,3523.0
232,5020,hour 23,1.0,0.021724438884864146,5131.478490863765,3.0,0.02205865980218666,5133.232223299384
233,3112,hour 23,0.0,0.022090288934363222,3182.297879636379,1.0,0.021351565090216153,3179.8957511099256
244,3215,hour 1,1.0,0.7848918709421551,14945.971656586958,3.0,0.7867050903026241,15073.0273149109
245,3618,hour 22,1.0,0.04555268294746415,3790.6754363068253,2.0,0.04701612678070596,3796.4965637644646
247,5299,hour 23,0.0,0.022090288934363222,5418.700663301148,1.0,0.021351565090216153,5414.6104065332565
248,3667,hour 17,0.0,0.17145845538078722,4425.849281565364,1.0,0.17048161302869363,4420.637393450381
249,4161,hour 1,0.0,0.8090669248215284,21792.976392961635,1.0,0.8150598543929426,22499.171212078974
250,2765,hour 1,0.0,0.8090669248215284,14481.513993400366,1.0,0.8150598543929426,14950.783081326212
252,3157,hour 24,1.0,0.0,3157.0,3.0,0.0,3157.0
255,2758,hour 22,0.0,0.044946664095258465,2887.796834286004,1.0,0.044269514201368265,2885.7507853747575
256,4005,hour 1,0.0,0.8090669248215284,20975.93618212241,1.0,0.8150598543929426,21655.655059931818
260,2814,hour 1,1.0,0.7848918709421551,13081.792921193064,0.0,0.7840067423939935,13028.184449780463
265,4570,hour 22,0.0,0.044946664095258465,4785.07307204026,1.0,0.044269514201368265,4781.682773445483
266,2808,hour 1,0.0,0.8090669248215284,14706.723795106049,1.0,0.8150598543929426,15183.290738648826
267,3733,hour 1,0.0,0.8090669248215284,19551.353250402735,1.0,0.8150598543929426,20184.90894849575
268,3545,hour 22,1.0,0.04555268294746415,3714.191382450994,0.0,0.044726577455825874,3710.979407925557
269,3131,hour 14,0.0,0.273949721552534,4312.373526934121,1.0,0.27324024855531603,4308.1637278014705
274,9266,hour 23,1.0,0.021724438884864146,9471.768863813475,2.0,0.022376659513252316,9478.087946822712
276,4300,hour 1,1.0,0.7848918709421551,19989.946539136523,3.0,0.7867050903026241,20159.88101216699
277,5544,hour 23,0.0,0.022090288934363222,5669.235040072007,1.0,0.021351565090216153,5664.955669715111
282,3567,hour 1,1.0,0.7848918709421551,16582.357977930227,0.0,0.7840067423939935,16514.404382504235
285,3680,hour 1,1.0,0.7848918709421551,17107.67517767963,0.0,0.7840067423939935,17037.56886112015
286,3852,hour 1,1.0,0.7848918709421551,17907.27303924509,2.0,0.7857769156876936,17981.25543923333
288,5978,hour 1,1.0,0.7848918709421551,27790.674514176313,3.0,0.7867050903026241,28026.92295133355
292,3262,hour 20,0.0,0.09144432717405883,3590.313832782513,1.0,0.09071918572273498,3587.450596978422
295,3885,hour 22,0.0,0.044946664095258465,4067.8356422049037,1.0,0.044269514201368265,4064.953517469519
297,5200,hour 1,0.0,0.8090669248215284,27234.67369464083,1.0,0.8150598543929426,28117.205071571898
298,6073,hour 24,1.0,0.0,6073.0,2.0,0.0,6073.0
299,4567,hour 24,1.0,0.0,4567.0,3.0,0.0,4567.0
300,3737,hour 23,1.0,0.021724438884864146,3819.987075768504,3.0,0.02205865980218666,3821.2925933206766
301,3090,hour 17,0.0,0.17145845538078722,3729.4448541142556,1.0,0.17048161302869363,3725.0530531119925
303,5846,hour 23,0.0,0.022090288934363222,5978.057006540576,1.0,0.021351565090216153,5973.544524739275
306,5227,hour 17,0.0,0.17145845538078722,6308.675809856056,1.0,0.17048161302869363,6301.2467018176
308,9365,hour 18,0.0,0.13795094439466954,10863.650901425675,1.0,0.13669242395983358,10847.813988793587
313,4769,hour 1,0.0,0.8090669248215284,24977.338240335022,1.0,0.8150598543929426,25786.721343524307
314,6128,hour 1,0.0,0.8090669248215284,32095.015461684427,1.0,0.8150598543929426,33135.04474588319
315,4076,hour 1,1.0,0.7848918709421551,18948.609789190807,3.0,0.7867050903026241,19109.691861765732
316,5710,hour 21,0.0,0.06829150470633105,6128.526281388303,1.0,0.06717384420128529,6121.183421482131
317,6302,hour 14,0.0,0.273949721552534,8679.839657214574,1.0,0.27324024855531603,8671.366276782137
319,4379,hour 22,0.0,0.044946664095258465,4585.084241239453,1.0,0.044269514201368265,4581.835637837587
321,2893,hour 24,1.0,0.0,2893.0,2.0,0.0,2893.0
325,3871,hour 22,0.0,0.044946664095258465,4053.1767750257873,1.0,0.044269514201368265,4050.3050363254843
331,2819,hour 19,0.0,0.11404228367867734,3181.867427832858,1.0,0.11326690527320496,3179.0851348212527
332,5309,hour 19,0.0,0.11404228367867734,5992.3853048473375,1.0,0.11326690527320496,5987.145434822998
333,3328,hour 1,1.0,0.7848918709421551,15471.288856336361,2.0,0.7857769156876936,15535.207191528692
337,5925,hour 1,1.0,0.7848918709421551,27544.286801019512,3.0,0.7867050903026241,27778.440696997535
339,4569,hour 1,0.0,0.8090669248215284,23929.850790541146,1.0,0.8150598543929426,24705.29037923308
340,3207,hour 21,1.0,0.06986376576233566,3447.8820219582603,3.0,0.07019385100879082,3449.1060351444507
344,4082,hour 20,1.0,0.09342265784630799,4502.6494819544905,3.0,0.09361335628053868,4503.596812999192
345,4028,hour 19,0.0,0.11404228367867734,4546.492372937479,1.0,0.11326690527320496,4542.516822653425
347,4067,hour 1,0.0,0.8090669248215284,21300.65729155851,1.0,0.8150598543929426,21990.898658862097
348,3558,hour 24,1.0,0.0,3558.0,3.0,0.0,3558.0
352,10011,hour 1,0.0,0.8090669248215284,52431.984299432566,1.0,0.8150598543929426,54131.02691759736
354,4364,hour 21,1.0,0.06986376576233566,4691.785825951309,2.0,0.06979056944271811,4691.41663870851
358,3397,hour 18,1.0,0.1410032668717371,3954.613410028848,0.0,0.14101433183871478,3954.664351119501
365,3454,hour 19,1.0,0.11702508144506235,3911.7758924033315,2.0,0.11477299909394767,3901.824047916233
368,5287,hour 1,0.0,0.8090669248215284,27690.330735301166,1.0,0.8150598543929426,28587.627541038582
370,7405,hour 23,0.0,0.022090288934363222,7572.273714237593,1.0,0.021351565090216153,7566.557852496465
376,4980,hour 1,0.0,0.8090669248215284,26082.437499867563,1.0,0.8150598543929426,26927.63101085155
378,2868,hour 1,0.0,0.8090669248215284,15020.970030044213,1.0,0.8150598543929426,15507.720027936193
379,3994,hour 22,0.0,0.044946664095258465,4181.965393813742,1.0,0.044269514201368265,4179.002406376643
381,4108,hour 24,0.0,0.0,4108.0,1.0,0.0,4108.0
387,7807,hour 23,0.0,0.022090288934363222,7983.35461000039,1.0,0.021351565090216153,7977.328447594855
389,3511,hour 1,1.0,0.7848918709421551,16322.023790443798,3.0,0.7867050903026241,16460.77726365542
391,6181,hour 21,0.0,0.06829150470633105,6634.049202322434,1.0,0.06717384420128529,6626.100652921375
394,4325,hour 23,1.0,0.021724438884864146,4421.04471573422,3.0,0.02205865980218666,4422.55565055176
395,9216,hour 1,0.0,0.8090669248215284,48268.2216865019,1.0,0.8150598543929426,49832.33883453973
400,5585,hour 1,0.0,0.8090669248215284,29251.087035494045,1.0,0.8150598543929426,30198.95967783251
403,3526,hour 1,1.0,0.7848918709421551,16391.756162091948,2.0,0.7857769156876936,16459.477330928537
408,3736,hour 20,0.0,0.09144432717405883,4112.020993033559,1.0,0.09071918572273498,4108.741701505636
409,3616,hour 24,1.0,0.0,3616.0,2.0,0.0,3616.0
418,3409,hour 23,0.0,0.022090288934363222,3486.0068996402365,1.0,0.021351565090216153,3483.375519130378
419,3879,hour 17,0.0,0.17145845538078722,4681.72057899974,1.0,0.17048161302869363,4676.207376382336
423,4303,hour 21,1.0,0.06986376576233566,4626.20403507527,3.0,0.07019385100879082,4627.846357725779
427,3388,hour 1,0.0,0.8090669248215284,17744.437399508293,1.0,0.8150598543929426,18319.440535093385
430,3860,hour 22,0.0,0.044946664095258465,4041.6590936707667,3.0,0.04539681325758836,4043.5649635449786
431,3402,hour 20,1.0,0.09342265784630799,3752.5755849116063,0.0,0.09415252491613463,3755.599141770567
432,15136,hour 24,0.0,0.0,15136.0,1.0,0.0,15136.0
433,3812,hour 21,1.0,0.06986376576233566,4098.324374089457,3.0,0.07019385100879082,4099.7792971533045
441,5103,hour 1,1.0,0.7848918709421551,23722.952834700856,3.0,0.7867050903026241,23924.62158257864
445,2790,hour 23,1.0,0.021724438884864146,2851.9571692250806,3.0,0.02205865980218666,2852.9318531883027
447,3218,hour 1,0.0,0.8090669248215284,16854.073067183497,1.0,0.8150598543929426,17400.22421544584
448,3259,hour 20,1.0,0.09342265784630799,3594.839456562882,3.0,0.09361335628053868,3595.5957897021967
450,3175,hour 20,0.0,0.09144432717405883,3494.557455268081,1.0,0.09071918572273498,3491.770584122161
453,8381,hour 21,1.0,0.06986376576233566,9010.508021837286,3.0,0.07019385100879082,9013.706791563967
455,5570,hour 1,1.0,0.7848918709421551,25893.95400534661,0.0,0.7840067423939935,25787.841999032404
457,3736,hour 18,1.0,0.1410032668717371,4349.259846884833,3.0,0.1422641523843391,4355.6533289186345
460,7646,hour 1,0.0,0.8090669248215284,40045.44520561996,1.0,0.8150598543929426,41343.10576485361
467,4809,hour 19,0.0,0.11404228367867734,5428.024285366518,3.0,0.11828514858469227,5454.144264759415
469,4451,hour 19,0.0,0.11404228367867734,5023.941795418252,1.0,0.11326690527320496,5019.548753135649
472,3855,hour 22,1.0,0.04555268294746415,4038.9866796469905,3.0,0.04539681325758836,4038.327185094791
475,3535,hour 24,1.0,0.0,3535.0,2.0,0.0,3535.0
476,4153,hour 21,1.0,0.06986376576233566,4464.937336199768,0.0,0.06992211848965856,4465.217464645
477,4529,hour 17,0.0,0.17145845538078722,5466.231632454195,1.0,0.17048161302869363,5459.794588202011
478,4377,hour 1,0.0,0.8090669248215284,22924.26283873902,1.0,0.8150598543929426,23667.1166535135
479,9163,hour 19,0.0,0.11404228367867734,10342.480043005491,1.0,0.11326690527320496,10333.436356994374
480,3028,hour 24,1.0,0.0,3028.0,0.0,0.0,3028.0
486,3453,hour 1,0.0,0.8090669248215284,18084.870820691307,1.0,0.8150598543929426,18670.905598488032
488,5021,hour 14,1.0,0.2798769907584788,6972.419899884095,2.0,0.27876002598803273,6961.621902444204
491,3461,hour 23,0.0,0.022090288934363222,3539.1815428732352,1.0,0.021351565090216153,3536.5100239689755
492,3074,hour 21,0.0,0.06829150470633105,3299.3151994724417,1.0,0.06717384420128529,3295.3621431937077
493,3266,hour 23,0.0,0.022090288934363222,3339.7766307494903,1.0,0.021351565090216153,3337.2556308242342
497,5722,hour 23,1.0,0.021724438884864146,5849.06771408814,3.0,0.02205865980218666,5851.066689585473
499,3295,hour 22,1.0,0.04555268294746415,3452.2596911639,3.0,0.04539681325758836,3451.6959986737575
500,7207,hour 20,0.0,0.09144432717405883,7932.370261454192,1.0,0.09071918572273498,7926.044283391627
503,4393,hour 14,0.0,0.273949721552534,6050.545162510889,1.0,0.27324024855531603,6044.638536005065
505,9646,hour 19,1.0,0.11702508144506235,10924.432616711794,3.0,0.11828514858469227,10940.0448280036
508,6545,hour 20,1.0,0.09342265784630799,7219.461259037761,2.0,0.09236119495398287,7211.018263667307
510,5037,hour 1,0.0,0.8090669248215284,26380.97142305882,1.0,0.8150598543929426,27235.83883567455
512,6047,hour 1,0.0,0.8090669248215284,31670.783044517906,1.0,0.8150598543929426,32697.065205345247
514,3241,hour 21,1.0,0.06986376576233566,3484.4358070367075,0.0,0.06992211848965856,3484.654419194425
515,2708,hour 21,1.0,0.06986376576233566,2911.4014703657526,2.0,0.06979056944271811,2911.172378007022
516,4312,hour 1,1.0,0.7848918709421551,20045.732436455044,2.0,0.7857769156876936,20128.549702485492
517,4269,hour 23,1.0,0.021724438884864146,4363.80113097558,2.0,0.022376659513252316,4366.712437404075
518,3600,hour 1,0.0,0.8090669248215284,18854.774096289806,1.0,0.8150598543929426,19465.757357242084
520,6532,hour 22,0.0,0.044946664095258465,6839.408600999339,1.0,0.044269514201368265,6834.562773773719
522,5609,hour 17,0.0,0.17145845538078722,6769.726921270828,1.0,0.17048161302869363,6761.754878610086
525,3124,hour 22,1.0,0.04555268294746415,3273.0984143235273,2.0,0.04701612678070596,3278.1247278054693
526,7703,hour 18,0.0,0.13795094439466954,8935.686374125145,1.0,0.13669242395983358,8922.660027301334
528,5650,hour 1,0.0,0.8090669248215284,29591.520456677055,1.0,0.8150598543929426,30550.42474122716
529,4573,hour 23,1.0,0.021724438884864146,4674.552019665338,2.0,0.022376659513252316,4677.6706433002655
531,3023,hour 1,1.0,0.7848918709421551,14053.39729949063,2.0,0.7857769156876936,14111.457734372367
532,2967,hour 16,0.0,0.20586989900107153,3736.163628941706,1.0,0.20496667940129043,3731.9190568838853
534,4815,hour 24,1.0,0.0,4815.0,0.0,0.0,4815.0
536,3838,hour 22,1.0,0.04555268294746415,4021.175324639468,2.0,0.04701612678070596,4027.3504178352723
540,5315,hour 14,0.0,0.273949721552534,7320.429669643837,1.0,0.27324024855531603,7313.283364185505
543,4729,hour 24,0.0,0.0,4729.0,1.0,0.0,4729.0
546,3482,hour 22,0.0,0.044946664095258465,3645.869679834614,1.0,0.044269514201368265,3643.2865245376743
547,6682,hour 22,1.0,0.04555268294746415,7000.91024472145,3.0,0.04539681325758836,6999.76712083097
549,2976,hour 19,1.0,0.11702508144506235,3370.424162070734,2.0,0.11477299909394767,3361.8495560505817
554,4626,hour 22,0.0,0.044946664095258465,4843.708540756727,1.0,0.044269514201368265,4840.27669802162
555,5100,hour 1,0.0,0.8090669248215284,26710.92996974389,1.0,0.8150598543929426,27576.489589426285
556,8466,hour 1,1.0,0.7848918709421551,39356.95055821624,3.0,0.7867050903026241,39691.5238718618
560,2811,hour 24,0.0,0.0,2811.0,1.0,0.0,2811.0
561,3103,hour 1,1.0,0.7848918709421551,14425.3032816141,0.0,0.7840067423939935,14366.189178276041
565,3647,hour 17,0.0,0.17145845538078722,4401.710479920612,1.0,0.17048161302869363,4396.527017702083
568,3267,hour 18,0.0,0.13795094439466954,3789.8075274914772,1.0,0.13669242395983358,3784.2827871210516
569,3054,hour 19,0.0,0.11404228367867734,3447.1171069888433,1.0,0.11326690527320496,3444.102873978044
574,3974,hour 1,1.0,0.7848918709421551,18474.429661983384,3.0,0.7867050903026241,18631.480730779444
577,9687,hour 23,0.0,0.022090288934363222,9905.822480731878,1.0,0.021351565090216153,9898.345160990311
578,4202,hour 1,0.0,0.8090669248215284,22007.71132016938,0.0,0.7840067423939935,19454.31096587687
582,2959,hour 1,0.0,0.8090669248215284,15497.576819700427,1.0,0.8150598543929426,15999.771116688702
583,9473,hour 19,0.0,0.11404228367867734,10692.383875083598,3.0,0.11828514858469227,10743.836269508409
591,5322,hour 1,0.0,0.8090669248215284,27873.641039015096,1.0,0.8150598543929426,28776.87795978955
592,2984,hour 21,1.0,0.06986376576233566,3208.1321962966786,3.0,0.07019385100879082,3209.2710972469727
594,3353,hour 1,0.0,0.8090669248215284,17561.127095794367,1.0,0.8150598543929426,18130.19011634242
595,5066,hour 1,0.0,0.8090669248215284,26532.857103278933,1.0,0.8150598543929426,27392.64632549678
597,3397,hour 1,0.0,0.8090669248215284,17791.57433474902,1.0,0.8150598543929426,18368.10492848649
601,5456,hour 17,0.0,0.17145845538078722,6585.065088688471,1.0,0.17048161302869363,6577.310504135609
602,6855,hour 15,0.0,0.2399319183518102,9018.928916387456,1.0,0.23928971379195121,9011.314983225042
604,3311,hour 1,0.0,0.8090669248215284,17341.15473133765,1.0,0.8150598543929426,17903.08961384126
606,5948,hour 18,1.0,0.1410032668717371,6924.356951089664,2.0,0.13954004310463985,6912.581988662294
609,4286,hour 21,1.0,0.06986376576233566,4607.927142536047,3.0,0.07019385100879082,4609.562976809827
610,3071,hour 22,0.0,0.044946664095258465,3215.5272219334,1.0,0.044269514201368265,3213.248970952096
613,3007,hour 23,0.0,0.022090288934363222,3074.9260038774396,1.0,0.021351565090216153,3072.6049240319876
616,3509,hour 20,1.0,0.09342265784630799,3870.601918711001,2.0,0.09236119495398287,3866.075337999783
618,3592,hour 14,0.0,0.273949721552534,4947.315780500595,1.0,0.27324024855531603,4942.486141891691
620,4254,hour 24,1.0,0.0,4254.0,3.0,0.0,4254.0
624,3353,hour 21,0.0,0.06829150470633105,3598.7650825735514,1.0,0.06717384420128529,3594.453242071731
625,3099,hour 14,0.0,0.273949721552534,4268.299444257056,1.0,0.27324024855531603,4264.132670858115
627,3089,hour 24,0.0,0.0,3089.0,1.0,0.0,3089.0
628,6217,hour 22,1.0,0.04555268294746415,6513.717298927455,2.0,0.04701612678070596,6523.720048900961
629,5926,hour 24,0.0,0.0,5926.0,2.0,0.0,5926.0
634,3861,hour 24,1.0,0.0,3861.0,3.0,0.0,3861.0
635,5052,hour 14,0.0,0.273949721552534,6958.195802641706,1.0,0.27324024855531603,6951.4031149323
636,4756,hour 24,0.0,0.0,4756.0,1.0,0.0,4756.0
640,3210,hour 20,0.0,0.09144432717405883,3533.080135877335,3.0,0.09361335628053868,3541.534975435425
641,3802,hour 1,0.0,0.8090669248215284,19912.736420581623,1.0,0.8150598543929426,20558.002631176223
643,3871,hour 20,0.0,0.09144432717405883,4260.60847538354,1.0,0.09071918572273498,4257.2106869722475
644,3820,hour 1,0.0,0.8090669248215284,20007.01029106307,1.0,0.8150598543929426,20655.331417962432
648,5468,hour 24,0.0,0.0,5468.0,2.0,0.0,5468.0
649,3875,hour 14,0.0,0.273949721552534,5337.095949175892,1.0,0.27324024855531603,5331.885801734494
650,4870,hour 1,0.0,0.8090669248215284,25506.31940248093,1.0,0.8150598543929426,26332.843980491376
653,3914,hour 17,1.0,0.1758437668697013,4749.099554988378,0.0,0.17563809660360535,4747.914700902853
654,3203,hour 21,1.0,0.06986376576233566,3443.5815766549135,0.0,0.06992211848965856,3443.7976256339844
655,4808,hour 17,1.0,0.1758437668697013,5833.845339903966,0.0,0.17563809660360535,5832.389852309892
657,5187,hour 16,0.0,0.20586989900107153,6531.675343215581,1.0,0.20496667940129043,6524.254852732293
661,3748,hour 23,0.0,0.022090288934363222,3832.66466994767,1.0,0.021351565090216153,3829.7716179820054
663,5121,hour 22,1.0,0.04555268294746415,5365.408764324835,0.0,0.044726577455825874,5360.768842873563
666,3106,hour 24,0.0,0.0,3106.0,1.0,0.0,3106.0
669,2961,hour 21,1.0,0.06986376576233566,3183.4046358024348,0.0,0.06992211848965856,3183.604361380652
671,10553,hour 17,0.0,0.17145845538078722,12736.838687853637,1.0,0.17048161302869363,12721.839763589274
